UID,BLOCKID,SUMLEVEL,COUNTYID,STATEID,state,state_ab,city,place,type,primary,zip_code,area_code,lat,lng,ALand,AWater,pop,male_pop,female_pop,rent_mean,rent_median,rent_stdev,rent_sample_weight,rent_samples,rent_gt_10,rent_gt_15,rent_gt_20,rent_gt_25,rent_gt_30,rent_gt_35,rent_gt_40,rent_gt_50,universe_samples,used_samples,hi_mean,hi_median,hi_stdev,hi_sample_weight,hi_samples,family_mean,family_median,family_stdev,family_sample_weight,family_samples,hc_mortgage_mean,hc_mortgage_median,hc_mortgage_stdev,hc_mortgage_sample_weight,hc_mortgage_samples,hc_mean,hc_median,hc_stdev,hc_samples,hc_sample_weight,home_equity_second_mortgage,second_mortgage,home_equity,debt,second_mortgage_cdf,home_equity_cdf,debt_cdf,hs_degree,hs_degree_male,hs_degree_female,male_age_mean,male_age_median,male_age_stdev,male_age_sample_weight,male_age_samples,female_age_mean,female_age_median,female_age_stdev,female_age_sample_weight,female_age_samples,pct_own,married,married_snp,separated,divorced
238203,,140,107,12,Florida,FL,Palatka,East Palatka,City,tract,32177,386,29.6832015,-81.5724729,77295423,24673639,3834,2172,1662,662.01725,628,287.86804,201.87599,245,1,0.9,0.85833,0.85833,0.55417,0.49583,0.25417,0.1875,364,240,51786.84116,34424,52450.60303,995.57467,1449,70788.6127,53206,55425.62898,507.48301,845,1363.25001,1187,649.02755,345.64809,621,373.40442,294,285.90523,464,362.18677,0.01198,0.01198,0.11336,0.57235,0.52104,0.38231,0.65593,0.86637,0.88492,0.83821,42.81932,42.08333,19.59085,517.98136,2172,42.72416,43.91667,24.54897,403.84724,1662,0.77554,0.43964,0.11227,0.01292,0.16741
286316,,140,247,48,Texas,TX,Hebbronville,Las Lomitas,Town,tract,78361,361,27.3349143,-98.6707092,54715160,0,2785,1395,1390,617.64974,545,190.57068,126.44444,132,0.78788,0.64394,0.60606,0.52273,0.52273,0.29545,0.15152,0.15152,198,132,59195.96407,43275,57483.62204,528.79059,790,69105.53438,46995,55711.45319,394.1222,613,1103.32441,1089,506.24375,118.90582,198,451.84172,388,238.76052,394,300.06061,0,0,0,0.33446,1,1,0.93334,0.72074,0.74516,0.70255,34.26025,24.91667,22.46598,406.69142,1395,41.92549,42.75,24.1876,369.89329,1390,0.74004,0.46026,0.03697,0.01756,0.04529
237348,,140,99,12,Florida,FL,Palm Beach Gardens,North Palm Beach,City,tract,33410,561,26.8269091,-80.0643371,3595360,445557,3611,1843,1768,1534.75234,1481,440.19011,71.76021,349,1,0.88539,0.77077,0.61032,0.53295,0.46705,0.31805,0.21777,419,349,112761.1769,91653,81000.29862,559.77522,1568,120516.8078,99989,68280.2605,316.97257,1083,2605.17382,2613,1022.12803,156.66011,588,806.76054,735,429.29972,561,274.82666,0.00696,0.00696,0.17755,0.51175,0.55909,0.16458,0.76166,0.98001,0.99556,0.96505,44.69004,48.83333,24.07645,427.41999,1843,47.95178,51.25,23.56521,404.06861,1768,0.75575,0.60119,0.02057,0.00464,0.10883
263014,,140,5,34,New Jersey,NJ,Willingboro,Beverly City,City,tract,8046,609,40.0596354,-74.8863908,5080844,578967,4662,2310,2352,1177.66981,1125,249.02776,162.15011,559,0.98211,0.98211,0.89088,0.69589,0.49732,0.44902,0.27013,0.23971,594,559,81437.03548,68849,59438.11253,837.2512,1676,96729.45496,87401,56263.74531,411.37186,1043,2047.76663,2039,699.64752,207.48924,746,790.97179,843,266.39371,336,177.91919,0.04159,0.07486,0.14695,0.68946,0.10936,0.25361,0.39379,0.91019,0.94326,0.88403,36.63512,35.33333,20.68458,621.70853,2310,41.45052,42.66667,22.51093,548.8212,2352,0.68879,0.43969,0.05089,0.02341,0.10891
281537,,140,21,47,Tennessee,TN,Chapmansboro,Pleasant View City,City,tract,37035,615,36.38199,-87.1789915,123748816,1547280,3520,1693,1827,985.8664,1033,317.22987,104.56209,194,1,0.92973,0.82703,0.69189,0.69189,0.5027,0.29189,0.14595,221,185,53365.00332,44111,36743.05108,887.63703,1289,56174.64839,48724,34397.02859,692.60772,1078,1206.29778,1157,455.67771,377.96912,691,419.88082,380,217.29931,377,288.61616,0,0,0.03745,0.647,1,0.73207,0.49506,0.83319,0.79208,0.87542,39.1984,38.66667,21.08267,420.68538,1693,36.79752,38.58333,22.35388,423.13314,1827,0.80142,0.59103,0.02276,0.00759,0.09448
243090,,140,31,17,Illinois,IL,Mt Prospect,Mount Prospect,Village,tract,60056,847,42.0550733,-87.9760985,2573294,0,4349,2066,2283,757.53632,448,676.31319,144.608,205,1,1,0.9435,0.65537,0.46893,0.42373,0.42373,0.31073,214,177,91989.00901,71473,79735.4949,758.77413,1642,106698.5328,89271,70292.63884,462.22986,1279,2225.86796,2174,718.94327,211.76067,879,855.97745,895,322.565,549,289.42256,0.03992,0.03992,0.13585,0.61555,0.26807,0.29258,0.56619,0.94441,0.95584,0.93426,43.86389,46.58333,23.82465,511.282,2066,45.75942,50.25,23.57412,585.34034,2283,0.91308,0.68949,0.00531,0,0.01771
227682,,140,55,6,California,CA,Napa,Napa City,City,tract,94558,707,38.3307724,-122.3302221,1856473,0,3388,1581,1807,2272.49725,2264,600.374,25.93391,241,0.95436,0.95436,0.90871,0.69295,0.47718,0.29876,0.21992,0.21992,241,241,116908.2894,99726,74617.95836,392.57268,1140,121838.6925,107206,66277.3135,256.20876,916,2154.26177,2045,907.80161,212.50371,760,688.45986,621,264.41423,139,71.24349,0.03003,0.03003,0.16796,0.84538,0.34757,0.18967,0.09166,0.89657,0.84987,0.94016,41.3026,44,21.77148,413.34407,1581,40.99098,42.08333,22.77493,462.31612,1807,0.77519,0.69978,0.02315,0,0.02539
267140,,140,47,36,New York,NY,Brooklyn,New York City,City,tract,11215,718,40.6730524,-73.9764165,167428,0,4289,2022,2267,2167.5318,2044,728.05821,146.05506,1088,0.94393,0.86542,0.59813,0.4215,0.24579,0.11869,0.09252,0.06262,1088,1070,130826.4059,109876,78350.05886,584.51028,2046,139383.6222,143410,68804.4866,271.04353,1025,2568.15099,2546,1198.72977,136.72191,449,807.30824,926,517.02827,509,259.89169,0,0,0.04489,0.46868,1,0.69844,0.82104,0.98718,1,0.97692,36.24982,33.83333,19.96393,425.75722,2022,42.83688,39.91667,20.48831,530.82905,2267,0.52212,0.52701,0.0084,0,0.05582
240717,,140,3,15,Hawaii,HI,Honolulu,Urban Honolulu,CDP,tract,96816,808,21.2833652,-157.8058769,928081,0,4730,2185,2545,1403.15069,1309,561.1941,233.28383,761,0.98219,0.94521,0.80822,0.69452,0.5589,0.41507,0.36027,0.25753,810,730,81851.16537,63005,65489.44344,879.99871,1611,97601.18715,81676,60073.50491,424.51229,953,2393.67192,2099,1238.37064,135.34376,461,504.49464,532,188.44568,340,219.75343,0.03371,0.03371,0.13358,0.57553,0.31588,0.30125,0.64982,0.90346,0.91598,0.89232,44.5627,44.33333,21.83694,542.98886,2185,45.07571,44.08333,23.241,609.44731,2545,0.58565,0.43939,0.05329,0.0047,0.1233
272459,,140,83,39,Ohio,OH,Danville,Danville,Village,tract,43014,740,40.4467592,-82.2481592,266319720,1838235,5234,2624,2610,622.2597,603,264.84948,451.66184,536,0.90631,0.75908,0.62141,0.53346,0.39771,0.32696,0.28681,0.23136,613,523,54783.84769,40953,47358.2269,1332.10292,1907,62136.40024,50578,44146.21196,794.76967,1287,1176.39486,1103,664.71166,473.24174,813,394.96709,339,193.37844,481,393.56687,0.00618,0.01314,0.11901,0.62828,0.51094,0.35832,0.53794,0.81927,0.80288,0.83455,36.09769,34.25,23.45509,633.98098,2624,38.23894,37.91667,23.42057,652.75188,2610,0.69545,0.58595,0.02129,0.0165,0.12347
275384,,140,51,41,Oregon,OR,Portland,Portland City,City,tract,97212,503,45.5513945,-122.6686051,773286,0,3861,1843,2018,1213.67143,1189,546.80916,394.34546,960,1,0.95899,0.82124,0.59306,0.4816,0.42271,0.34175,0.2734,980,951,72855.1883,60925,60508.07156,835.06838,1519,80462.08985,68764,57181.82306,303.28563,610,1827.82186,1615,715.66626,148.92291,470,647.41202,724,185.19946,69,36.67677,0.02783,0.02783,0.24675,0.87199,0.36805,0.0555,0.06316,0.93436,0.91821,0.94784,31.47149,31.5,17.29019,384.67699,1843,34.3215,31.5,15.69708,501.58652,2018,0.43195,0.35709,0.08735,0.00769,0.0601
286326,,140,251,48,Texas,TX,Burleson,Burleson City,Town,tract,76028,817,32.5409078,-97.349415,5596004,0,11221,5432,5789,1169.25021,1168,329.97921,408.81336,1305,1,0.93509,0.73957,0.64838,0.3694,0.29134,0.16229,0.11824,1330,1294,74646.34858,61134,53919.45791,2037.82619,3718,77111.73244,69987,49926.01899,1519.68693,3079,1474.31205,1341,626.82193,773.61943,1838,526.25672,521,169.54128,550,342.42424,0.01633,0.01633,0.04481,0.76968,0.48086,0.69876,0.21301,0.90073,0.898,0.9034,34.0141,31.83333,21.82324,1295.30709,5432,33.25883,31.41667,21.69255,1361.38747,5789,0.63203,0.63268,0.04456,0.00302,0.0861
250540,,140,17,25,Massachusetts,MA,Arlington,Arlington,City,tract,2476,781,42.4186038,-71.1730936,1301270,0,4289,2232,2057,1426.91079,1348,491.55208,144.7049,697,0.98996,0.84648,0.66714,0.48063,0.42324,0.39598,0.33429,0.22525,730,697,110325.9343,96452,80376.6614,725.71806,1927,142696.516,138754,69192.54061,246.47321,1060,2414.03781,2433,923.68997,198.15551,778,947.33763,982,236.06935,419,203.29027,0.00585,0.00585,0.08354,0.64996,0.565,0.517,0.4882,0.96463,0.94498,0.98313,39.72534,40.41667,22.53117,509.67309,2232,44.34354,46,21.77545,472.65897,2057,0.72106,0.56484,0.06703,0.01374,0.07033
252303,,140,33,24,Maryland,MD,Mt Rainier,Mount Rainier City,CDP,tract,20712,301,38.9445015,-76.9695724,323153,0,2330,1032,1298,1032.67465,1009,222.39817,468.67749,1218,0.97006,0.92044,0.8426,0.69718,0.58169,0.49273,0.37553,0.17793,1218,1169,45877.50566,38457,34857.81215,977.07279,1248,48256.81038,38673,40231.07346,366.25726,468,2282.43892,2979,1057.75016,8.93981,30,,,,,,0.5,0.5,0.5,1,0.00067,0.00257,0,0.86757,0.89229,0.84422,34.71325,32.25,19.30441,238.9709,1032,30.38271,29.75,17.61793,315.01226,1298,0.03476,0.37935,0.15006,0.12245,0.16807
270461,,140,105,36,New York,NY,Monticello,Monticello,City,tract,12701,845,41.6480024,-74.6769589,13017499,236036,6190,3046,3144,827.131,827,284.58063,1260.18524,1862,0.98818,0.9753,0.82546,0.72395,0.64071,0.55585,0.50107,0.35714,1896,1862,39175.22092,27176,35365.4665,1987.8123,2690,52906.99167,42226,36325.53888,893.66829,1383,1501.36186,1424,600.03194,175.29203,410,612.67027,521,310.48861,384,204.04253,0.03401,0.05919,0.05038,0.51637,0.16161,0.67343,0.75446,0.78677,0.75471,0.81773,40.27763,38.66667,23.53064,768.60505,3046,39.67381,38.66667,21.95497,777.51053,3144,0.33787,0.45165,0.17748,0.0665,0.0865
268469,,140,61,36,New York,NY,New York,New York City,City,tract,10028,212,40.7801987,-73.9592834,51643,0,1952,927,1025,2356.77357,2294,806.60315,41.84223,331,0.65861,0.56495,0.40483,0.29003,0.19637,0.12991,0.12991,0.12991,353,331,153012.3445,144626,107985.1465,290.39118,1025,186328.3491,218528,83802.45034,92.18952,487,3739.98834,4010,858.45108,29.13933,210,1168.62666,1116,573.52733,462,155.52271,0,0,0.02679,0.3125,1,0.77667,0.94385,0.98636,1,0.97589,48.29369,52.91667,26.44095,224.35971,927,50.93934,52.41667,21.60607,226.38773,1025,0.65318,0.57847,0.01167,0.01167,0.14267
251635,,140,13,24,Maryland,MD,Westminster,Taneytown City,CDP,tract,21158,410,39.6134575,-77.0987391,84287869,303527,4110,2165,1945,1217.16247,1350,561.84176,45.56691,111,0.90991,0.82883,0.74775,0.43243,0.27027,0.27027,0.27027,0.14414,144,111,101680.61,83604,68692.48408,669.07745,1536,107161.3119,97757,62535.24915,492.20321,1255,1969.60779,1911,771.8767,318.78182,1062,645.56312,615,230.52148,330,174.3647,0.06753,0.06753,0.21767,0.76293,0.13084,0.08879,0.22679,0.9272,0.90523,0.95129,40.75268,44.16667,22.42395,528.86592,2165,42.12727,45.33333,21.80843,479.18429,1945,0.89927,0.62521,0.03123,0.02844,0.09481
251678,,140,15,24,Maryland,MD,Elkton,Elkton,CDP,tract,21921,410,39.6972837,-75.8760343,52361073,328473,3596,1999,1597,933.69791,1011,370.14972,47.15372,99,1,1,0.73737,0.46465,0.17172,0.17172,0.07071,0.07071,136,99,91962.31055,77619,64872.06204,616.33689,1416,100002.82,86972,62007.06018,406.00712,1024,1971.29107,1869,790.11815,243.56597,768,538.0362,503,186.95783,512,306.44444,0.01875,0.03203,0.11328,0.6,0.32998,0.38265,0.59875,0.91744,0.88882,0.95272,45.29764,46.58333,22.17083,484.32197,1999,46.54228,52.25,22.04735,403.83741,1597,0.91762,0.49444,0.01444,0,0.14667
270365,,140,103,36,New York,NY,Lake Ronkonkoma,Lake Ronkonkoma,City,tract,11779,631,40.845164,-73.0999681,1966225,0,3558,1867,1691,1787,1781,160.2407,2.25852,23,1,1,1,1,0.6087,0.3913,0,0,23,23,121557.1035,114997,65373.04639,315.98306,1083,121961.8342,121014,57694.09165,251.37625,899,2685.55292,2724,849.47914,172.47564,801,1041.80596,1115,308.9035,259,133.24242,0.02925,0.02925,0.18019,0.75566,0.35481,0.15824,0.24187,0.95515,0.94309,0.96681,35.4643,38.83333,20.76023,479.13219,1867,37.74097,39,20.20283,440.36438,1691,0.97777,0.62399,0.03954,0,0.03954
280231,,140,15,45,South Carolina,SC,Moncks Corner,Moncks Corner,City,tract,29461,843,33.1831719,-79.9976733,19368431,650642,5337,2735,2602,716.49875,775,385.00133,647.24886,921,0.86428,0.73941,0.6797,0.53746,0.42562,0.38654,0.2975,0.23996,921,921,52515.10528,38535,48965.2507,1533.56404,2214,64841.87526,52959,46651.36172,783.36837,1332,1330.52034,1205,645.97771,467.42685,855,399.13247,367,213.05114,438,341.53535,0.02939,0.02939,0.07425,0.66125,0.35364,0.56179,0.46116,0.80849,0.75395,0.86161,36.76288,35.58333,21.63934,666.27841,2735,40.80771,42.58333,21.69768,610.23515,2602,0.62432,0.49904,0.06082,0.02874,0.10584
267336,,140,47,36,New York,NY,Brooklyn,New York City,City,tract,11233,718,40.67965,-73.9092283,226736,0,4839,2299,2540,1067.91081,1096,429.01384,628.16357,1452,1,0.98786,0.92261,0.81866,0.62822,0.53566,0.45751,0.36798,1526,1318,41088.30483,31628,45531.89537,1344.95151,1817,45278.80766,36906,42003.7793,799.62867,1158,2359.77921,2299,857.42675,58.0701,221,837.22791,711,327.08761,70,34.69963,0,0,0,0.75945,1,1,0.23404,0.64714,0.67935,0.62328,29.13783,29.16667,19.005,511.16348,2299,35.15705,32.58333,20.98733,604.01455,2540,0.17392,0.37245,0.118,0.07185,0.04878
230303,,140,75,6,California,CA,San Francisco,Daly City City,City,tract,94112,415,37.7138687,-122.4395362,367744,0,4750,2323,2427,1473.04294,1352,796.27533,195.22677,574,0.96909,0.94364,0.91636,0.84,0.56364,0.39273,0.32182,0.21636,599,550,79474.02219,60062,70770.49658,708.51878,1377,78912.3556,60319,66630.67341,514.73876,980,2520.96384,2410,1109.02381,119.82966,416,536.58397,495,241.99544,362,245.83838,0.04113,0.04113,0.14267,0.5347,0.25946,0.26846,0.72506,0.72698,0.72499,0.72871,40.22894,39.5,21.25399,557.79614,2323,44.21279,44.5,20.86792,590.48711,2427,0.58697,0.45844,0.07859,0.00554,0.07607
245950,,140,89,18,Indiana,IN,Lowell,Lowell,City,tract,46356,219,41.2884537,-87.4153715,14010276,270968,7019,3461,3558,849.43499,851,256.71329,263.84782,377,0.86737,0.8382,0.7321,0.64987,0.52255,0.52255,0.40053,0.19629,406,377,70252.88142,60979,50299.02978,1319.96234,2305,73446.38121,65678,45467.1538,968.42138,1851,1317.95574,1264,491.5572,749.19642,1504,431.85501,411,155.40699,395,287.42424,0.02896,0.02896,0.08531,0.792,0.35748,0.50878,0.17097,0.90214,0.86445,0.93467,35.75059,32,23.41104,865.4521,3461,39.35085,39,23.17054,827.17974,3558,0.82732,0.61312,0.02406,0.01513,0.0683
230904,,140,85,6,California,CA,San Jose,San Jose City,City,tract,95135,408,37.3090337,-121.7397935,17768600,0,8379,3974,4405,2684.94581,2675,607.02532,23.42173,243,1,1,0.61947,0.47788,0.4115,0.24779,0.24779,0.16372,243,226,197552.3461,192508,88560.7386,274.32777,2153,179826.1719,188420,68435.18492,301.95661,1989,3725.86345,3881,807.68923,252.51057,1664,1311.49859,1284,297.07747,246,90.12547,0.00471,0.00471,0.21675,0.8712,0.56983,0.09007,0.06395,0.92514,0.9418,0.90919,36.12014,39.91667,20.80471,893.32377,3974,35.72185,37.91667,21.46302,1006.82466,4405,0.89702,0.71881,0.04214,0,0.01686
240306,,140,221,13,Georgia,GA,Winterville,Arnoldsville City,City,tract,30683,706,33.9217669,-83.2151632,168015586,1826584,6697,3467,3230,890.56902,835,519.83155,328.83886,566,0.94306,0.93772,0.86477,0.63523,0.44128,0.32028,0.15125,0.08185,636,562,61052.24052,51493,48199.25323,1430.04182,2407,69820.13016,66633,41644.77079,933.98597,1810,1359.55725,1203,713.08586,624.91838,1187,398.27741,354,207.5689,584,458.24242,0.03219,0.03444,0.11124,0.67024,0.30996,0.39153,0.43945,0.82164,0.7815,0.86307,36.94745,36.58333,22.31434,729.67583,3467,41.13044,41.33333,22.16729,813.30143,3230,0.76425,0.60085,0.01501,0.00385,0.10354
250420,,140,17,25,Massachusetts,MA,Burlington,Burlington,City,tract,1803,781,42.5270644,-71.2012979,5958663,1086,6187,2955,3232,2388.07143,2359,278.75208,4.90982,50,1,1,0,0,0,0,0,0,107,50,128313.1491,113153,75598.4923,589.52406,1974,135346.9402,122674,62967.54463,383.05912,1640,2348.6201,2341,893.34836,362.35742,1328,782.22744,745,293.83877,539,290.0101,0.00911,0.00911,0.2587,0.7113,0.54413,0.04595,0.34137,0.95006,0.92176,0.97245,38.58658,41.25,23.76533,699.98867,2955,43.94877,45.66667,22.55244,779.9768,3232,0.95859,0.63943,0.00755,0,0.03242
250490,,140,17,25,Massachusetts,MA,Somerville,Somerville City,City,tract,2144,617,42.3983945,-71.1150704,601353,0,5587,2710,2877,1754.02414,1714,740.70356,341.2597,1577,0.96322,0.8681,0.62016,0.44261,0.29994,0.26126,0.2194,0.11224,1577,1577,106722.7676,91477,72891.45062,891.55993,2452,118799.9459,111969,68715.10593,278.80817,916,2588.74571,2550,867.0473,147.46466,639,861.86017,858,175.97684,236,116.80808,0.016,0.016,0.09371,0.73029,0.48406,0.47014,0.29727,0.94637,0.93759,0.95445,36.53643,32.58333,19.66204,576.49943,2710,35.59158,30.58333,18.53952,706.90039,2877,0.37987,0.3289,0.01374,0,0.05796
293492,,140,123,55,Wisconsin,WI,Viroqua,Viroqua City,City,tract,54665,608,43.5624328,-90.8744975,47762865,158888,4861,2369,2492,580.26635,621,229.10735,579.43629,634,0.94637,0.92271,0.81388,0.70978,0.44479,0.39905,0.34543,0.20032,699,634,52912.95072,38748,52673.702,1516.78334,2179,68002.50783,54026,51785.45504,770.40341,1302,1227.30745,1119,617.92597,493.85437,852,423.6001,397,157.87923,628,473.45455,0.03176,0.03243,0.0723,0.57568,0.32664,0.57085,0.64951,0.91727,0.9331,0.90304,42.50032,43.41667,23.96881,554.52202,2369,47.84648,52.08333,25.15234,578.45888,2492,0.7434,0.59145,0.051,0.02164,0.08037
277191,,140,55,42,Pennsylvania,PA,Waynesboro,Waynesboro,Borough,tract,17268,717,39.7610973,-77.5787226,2783171,0,4188,2028,2160,608.32759,583,315.17473,841.46112,1008,0.9697,0.92163,0.76803,0.67712,0.4326,0.23929,0.20794,0.12853,1032,957,47000.33118,37721,39953.17491,1253.99828,1847,56378.14886,49625,41096.95088,707.70481,1109,1467.72111,1457,459.29907,181.75573,508,423.30033,435,135.82569,307,212.05051,0.10798,0.10798,0.15215,0.62331,0.05141,0.23698,0.54922,0.83288,0.8149,0.84773,36.80246,37.25,22.35405,467.3922,2028,41.07702,38.5,24.16322,462.35863,2160,0.49451,0.43346,0.01163,0.00388,0.14599
281121,,140,85,45,South Carolina,SC,Sumter,Lakewood,City,tract,29154,803,33.8075201,-80.3409376,66612156,642607,5604,2846,2758,879.00524,838,280.88449,390.23139,571,1,0.97723,0.88967,0.6655,0.3958,0.28546,0.23993,0.03152,670,571,50181.17599,39991,35318.33011,1490.72582,2126,57327.25866,48388,37498.40767,968.8703,1495,1077.03102,1017,555.64677,468.01577,727,274.43362,260,150.07334,729,626.07384,0.01305,0.01305,0.07624,0.49931,0.51175,0.55232,0.78083,0.78872,0.75811,0.81883,37.55118,36,21.20232,690.9269,2846,37.23627,36.16667,21.46668,594.0572,2758,0.62973,0.4783,0.04254,0.03481,0.12591
225701,,140,37,6,California,CA,Los Angeles,West Hollywood City,City,tract,90036,323,34.0571243,-118.3482415,964417,0,4797,2712,2085,1810.21706,1698,779.02357,373.23915,1933,0.93275,0.8148,0.71495,0.61666,0.45473,0.41904,0.34299,0.25297,2007,1933,103944.9111,86157,86722.82924,1154.61419,2624,121604.5395,102551,84554.812,332.9533,815,3579.90188,3717,833.95669,75.25607,469,743.05886,576,411.61666,148,96.48485,0.04862,0.12804,0.3517,0.76013,0.0342,0.01215,0.23275,0.89257,0.9103,0.86863,40.73048,39.41667,17.98207,628.03359,2712,42.26037,41.66667,19.0552,455.9443,2085,0.30255,0.31836,0.10481,0.07053,0.09456
226696,,140,37,6,California,CA,Los Angeles,Florence-graham,City,tract,90001,323,33.9615844,-118.2361363,1080458,0,6021,3010,3011,1048.30624,986,410.98958,426.59579,897,0.98976,0.89989,0.87486,0.77133,0.73493,0.62457,0.59386,0.46871,897,879,41134.26065,30227,35576.25029,1099.37379,1408,41823.04701,35404,34430.82204,931.37407,1227,1680.84701,1568,576.90471,115.82384,328,279.79438,248,108.29227,183,168.85859,0.01957,0.01957,0.01957,0.64188,0.44855,0.80279,0.50672,0.45762,0.41914,0.49214,28.95301,24.66667,19.89607,808.90943,3010,32.51162,29,21.22149,759.60104,3011,0.40492,0.5,0.04745,0.02897,0.06344
259771,,140,31,37,North Carolina,NC,Morehead City,Pine Knoll Shores,Village,tract,28557,252,34.7352022,-76.8225932,5475235,2409635,2171,1072,1099,1440.10026,1398,371.95896,26.26119,129,0.87597,0.75969,0.48837,0.4031,0.29457,0.29457,0.29457,0.20155,129,129,94703.05192,67289,79214.15664,471.54096,971,107166.3652,88879,72708.54189,308.2511,714,1822.81575,1502,964.21051,191.76682,471,506.67845,483,140.43923,371,222.51515,0.00713,0.00713,0.18884,0.55938,0.55798,0.13878,0.68093,0.97184,0.975,0.96915,49.6847,55,25.67642,253.68073,1072,54.74504,58.75,22.05469,260.64757,1099,0.84846,0.76366,0.01115,0.01115,0.02007
254730,,140,125,26,Michigan,MI,Oak Park,Oak Park City,CDP,tract,48237,248,42.477729,-83.1992962,360473,0,1618,692,926,659.80717,671,197.64057,866.46861,1006,0.92048,0.86779,0.78628,0.66103,0.57356,0.51988,0.50398,0.4006,1006,1006,29044.27741,17742,28058.45722,836.77209,1006,39953.20454,27824,37508.81798,243.62184,351,,,,,,,,,,,,,,,,,,0.91769,0.98537,0.86324,38.8642,33.33333,20.82075,154.60159,692,42.54873,41,23.03007,233.25705,926,0,0.2443,0.03583,0.03583,0.14821
229760,,140,73,6,California,CA,San Diego,San Diego City,City,tract,92110,619,32.7798752,-117.1959499,1723714,0,2990,1548,1442,1828.08534,1909,800.53785,58.8591,229,0.9738,0.93013,0.50655,0.39301,0.31878,0.17031,0.17031,0.08734,229,229,102789.9474,97303,70321.81041,490.21503,1178,120401.1611,119762,63102.54666,243.04625,797,2598.09823,2540,875.60719,149.63923,631,422.18431,411,133.74572,318,233.65657,0.03477,0.03477,0.18546,0.66491,0.30733,0.14607,0.45234,0.95234,0.94741,0.95716,43.67125,48.33333,22.39501,392.82936,1548,48.91759,51.25,22.93016,331.40535,1442,0.78094,0.48647,0.00752,0,0.07293
286110,,140,215,48,Texas,TX,Mcallen,Mcallen City,Town,tract,78504,956,26.2804605,-98.2188056,11182069,0,9727,4937,4790,1087.16449,931,522.64235,342.40822,702,0.80466,0.55102,0.39504,0.29738,0.09329,0.08163,0.08163,0.06122,754,686,98823.965,80251,78275.48943,1336.9872,2946,100007.0904,87055,70797.39472,984.1493,2272,1851.09712,1712,682.13153,386.8611,1281,788.1735,762,408.15213,911,528.86284,0.01232,0.01232,0.02965,0.5844,0.51809,0.76556,0.63217,0.89583,0.91577,0.87643,33.95567,31.5,20.92238,1257.12229,4937,34.89939,36.75,21.39842,1141.55094,4790,0.71379,0.57191,0.0765,0.037,0.1452
274108,,140,71,40,Oklahoma,OK,Ponca City,Ponca City City,CDP,tract,74601,580,36.6943539,-97.1031069,377620504,6866170,3623,1840,1783,696.66182,494,512.81368,112.28241,138,0.81884,0.69565,0.63043,0.55797,0.47101,0.31159,0.2971,0.17391,207,138,73785.98461,57327,66482.34191,702.18177,1281,81811.12874,64693,60946.13609,460.00711,941,1447.12898,1327,684.46745,257.88299,520,474.31865,405,294.58662,554,402.27586,0.00279,0.00279,0.05121,0.48417,0.57479,0.66949,0.80131,0.87978,0.87649,0.88338,41.31397,44.58333,23.79793,441.16533,1840,41.11242,42.25,24.74432,467.11267,1783,0.82915,0.59822,0.03765,0.00411,0.11978
235569,,140,55,12,Florida,FL,Avon Park,Avon Park City,City,tract,33825,863,27.5839631,-81.3866768,114911217,2369008,2842,1393,1449,595.0537,617,79.73798,61.9899,63,1,1,1,1,1,0.66667,0.66667,0.66667,87,48,56220.78379,49387,39918.05809,871.16799,1329,60459.49016,53444,37087.65458,569.61438,903,1142.20023,1021,467.50599,228.41705,347,357.34694,342,187.04209,895,731.51727,0.00564,0.00564,0.0161,0.27939,0.56603,0.81324,0.95688,0.85125,0.84896,0.85349,57.89048,68.66667,23.90088,327.87691,1393,57.16562,66.58333,23.88466,385.71561,1449,0.94143,0.66102,0.06163,0.02928,0.11479
220487,,140,220,2,Alaska,AK,Sitka,Sitka City,City,tract,99835,907,57.1932044,-135.3673965,7417165700,4994573494,3496,1890,1606,1142.43249,1034,662.76253,206.88248,405,0.91358,0.8,0.73333,0.55556,0.44444,0.42222,0.37037,0.29383,459,405,88956.24449,77235,61196.88003,565.54632,1354,98344.9161,89532,46949.62526,260.27339,814,2222.94001,2095,958.97397,135.08213,443,576.83752,549,206.56974,452,250.64434,0,0,0.07933,0.49497,1,0.53749,0.78661,0.92394,0.95619,0.88553,38.89037,40.91667,20.86196,455.06756,1890,38.94269,40.16667,20.91942,411.11088,1606,0.67492,0.49091,0.05779,0.00909,0.08506
281860,,140,63,47,Tennessee,TN,Morristown,Morristown City,City,tract,37814,423,36.2019729,-83.356935,9534421,0,5607,2909,2698,687.95351,625,257.30286,652.06557,722,0.94479,0.8635,0.67331,0.58282,0.50613,0.36963,0.28988,0.11963,765,652,59541.47211,41675,58970.07847,1348.63096,2014,66202.52751,48161,54671.17744,933.06435,1528,1525.74713,1449,761.00963,317.28408,716,367.12991,333,132.76196,533,435.0202,0.00961,0.00961,0.09448,0.57326,0.54033,0.46633,0.65413,0.80524,0.80353,0.80686,36.00282,35.66667,22.31378,651.65817,2909,42.39302,41.25,23.87158,607.19914,2698,0.53537,0.54064,0.07013,0.00418,0.12262
